modelo_aeronave,idade_aeronave_anos,horas_voo_total,tipo_motor,companhia_aerea,ultima_manutencao_meses,ciclos_pouso_decolagem,temperatura_media_operacao,falha_critica,tipo_falha
Boeing 787,18,45025,Turboprop,United,4,3705,12.36327490889635,0.0,Nenhuma
Boeing 787,13,28652,Turboprop,Azul,6,4981,-29.43988002775623,0.0,Nenhuma
Embraer E190,2,21454,Turbofan,Delta,20,1741,9.257005537172205,0.0,Nenhuma
Embraer E190,9,32055,Turbofan,Delta,21,4600,16.536293115616672,0.0,Nenhuma
Airbus A320,21,17154,Turboprop,LATAM,13,4458,-2.692757082469697,1.0,Estrutural
Airbus A330,2,45526,Turboprop,British,22,277,41.01921002554923,1.0,Motor
Airbus A320,27,35736,Turbofan,LATAM,5,2931,11.698128152263898,0.0,Nenhuma
Embraer E190,25,47476,Turbofan,LATAM,23,2915,-21.30004485988686,1.0,Elétrico
Boeing 777,9,15542,Turbofan,Delta,23,2625,0.7333818818488851,0.0,Nenhuma
Embraer E190,1,26466,Turbojato,GOL,7,4572,17.409377156499986,1.0,Outros
Boeing 777,11,48907,Turbofan,Azul,20,514,-12.491524410659284,0.0,Nenhuma
Boeing 737,3,44814,Turbojato,Azul,1,327,-33.23046346543303,0.0,Nenhuma
Embraer E190,20,45595,Turboprop,Emirates,14,4164,9.592028950425224,1.0,APU
Boeing 737,23,14770,Turboprop,British,4,115,40.568964332672806,1.0,Sistema Hidráulico
Airbus A330,26,31408,Turbofan,United,17,4312,1.2311187728697703,1.0,Elétrico
Airbus A320,4,16023,Turboprop,British,21,452,37.01927185499822,1.0,Sistemas de Navegação
Boeing 777,18,47568,Turboprop,GOL,14,4033,30.977005011593988,0.0,Nenhuma
Airbus A320,23,20491,Turboprop,GOL,16,4554,-27.469913391111415,1.0,Sistema Hidráulico
Boeing 737,6,11275,Turboprop,Azul,14,3528,20.19444335602352,0.0,Nenhuma
Boeing 777,3,12765,Turbojato,American,16,3494,-2.985430368881829,0.0,Nenhuma
Airbus A320,22,19959,Turbojato,LATAM,20,4742,-18.729062352650363,1.0,Sistema Hidráulico
Embraer E190,11,17173,Turbofan,LATAM,8,4469,18.389760231669754,0.0,Nenhuma
Boeing 787,15,27556,Turbofan,Azul,3,3089,23.126161085795815,1.0,Pressurização
Boeing 737,22,7114,Turbofan,British,19,1487,-24.7088129075387,0.0,Nenhuma
Airbus A320,28,36520,Turboprop,GOL,1,478,37.727797974777715,1.0,Estrutural
Boeing 737,5,7915,Turboprop,British,2,2732,23.847515735872477,0.0,Nenhuma
Airbus A350,20,23655,Turbojato,United,15,2827,39.336917427067334,1.0,Sistema de Pouso
Boeing 737,10,49930,Turbojato,American,22,3428,-13.048776405086265,1.0,Sistema de Combustível
Boeing 777,12,44384,Turbofan,Azul,10,442,39.84347633815388,0.0,Nenhuma
Airbus A350,15,17464,Turbojato,LATAM,18,4591,-8.675999083737626,0.0,Nenhuma
Bombardier CRJ,17,38226,Turbojato,Delta,22,391,-35.4125702786717,1.0,Comunicações
Boeing 777,10,37544,Turbojato,British,14,182,24.852398040266976,0.0,Nenhuma
Boeing 787,6,38044,Turbojato,GOL,17,314,19.79819224750897,0.0,Nenhuma
Airbus A350,18,32752,Turbojato,Delta,13,4238,10.82243434238326,1.0,Sistema de Pouso
Bombardier CRJ,13,4332,Turbofan,United,1,1735,1.6409682726547885,0.0,Nenhuma
Embraer E190,3,25775,Turbofan,Azul,5,1484,-37.26595202257633,0.0,Nenhuma
Boeing 737,24,15401,Turbojato,British,13,1710,13.090766379213115,1.0,Elétrico
Airbus A320,10,38713,Turbofan,LATAM,14,3867,-4.569057706062544,1.0,Pressurização
Airbus A330,14,34648,Turboprop,British,3,2404,7.617799232980325,0.0,Nenhuma
Boeing 737,6,43133,Turbojato,American,15,315,-3.507685932750917,0.0,Nenhuma
Bombardier CRJ,3,23418,Turboprop,Emirates,19,4791,42.11477128504191,1.0,Sistemas de Navegação
Boeing 737,16,47194,Turbofan,Delta,17,1186,11.349256597822006,1.0,APU
Boeing 787,7,20040,Turbofan,American,3,4599,23.685088101209715,0.0,Nenhuma
Embraer E190,20,12080,Turboprop,United,16,4976,39.589490535042074,1.0,Outros
Airbus A330,14,38902,Turbofan,LATAM,14,1440,10.28594244792287,1.0,Outros
Airbus A350,9,39078,Turbojato,Delta,12,1162,-38.97468598509594,1.0,Outros
Airbus A350,15,25417,Turboprop,United,12,2284,-37.0852073436039,0.0,Nenhuma
Airbus A350,21,22818,Turbojato,American,11,2916,19.698766898658256,0.0,Nenhuma
Bombardier CRJ,3,10679,Turboprop,American,17,3118,-16.277763427140904,1.0,Outros
Boeing 777,2,12751,Turbofan,Emirates,8,2229,9.247276824575643,0.0,Nenhuma
Boeing 777,27,46399,Turboprop,Delta,17,684,-22.80643960729314,1.0,Estrutural
Airbus A320,2,19993,Turboprop,LATAM,21,3681,-17.0288456197543,0.0,Nenhuma
Airbus A330,3,20966,Turbojato,American,23,1449,2.894489755586399,0.0,Nenhuma
Airbus A350,18,30706,Turbofan,Azul,20,4836,42.92340438526698,1.0,Instrumentos
Boeing 777,14,45975,Turbojato,Emirates,11,2789,12.382991582781287,0.0,Nenhuma
Bombardier CRJ,20,20124,Turbofan,United,2,3220,39.57258888360697,1.0,Outros
Airbus A320,18,27064,Turbojato,Delta,10,1915,41.547287622890536,0.0,Nenhuma
Embraer E190,10,22912,Turboprop,GOL,10,2005,-22.310650304256868,0.0,Nenhuma
Airbus A320,25,28490,Turbojato,GOL,11,4727,-13.548543790139721,0.0,Nenhuma
Boeing 777,2,36017,Turbofan,LATAM,6,2268,25.44934390358985,0.0,Nenhuma
Boeing 787,25,13656,Turbofan,Azul,4,1439,33.67494019476423,1.0,Elétrico
Bombardier CRJ,29,23564,Turboprop,American,12,4929,4.134273256109857,1.0,Elétrico
Boeing 787,22,26211,Turbofan,GOL,11,3180,44.42421571884668,0.0,Nenhuma
Airbus A350,1,30606,Turbojato,LATAM,23,4326,-39.01636310580203,0.0,Nenhuma
Boeing 787,4,17089,Turboprop,United,23,4164,-14.534624275256672,1.0,Instrumentos
Airbus A350,14,24236,Turbofan,Emirates,13,1299,12.968749068289284,1.0,Sistema de Pouso
Airbus A350,1,21475,Turbofan,Azul,5,3216,-0.11035757031395832,1.0,Sistema de Pouso
Boeing 777,14,36718,Turbojato,Azul,6,1295,-30.088747853551936,0.0,Nenhuma
Boeing 787,16,7714,Turbojato,British,1,103,-8.738097734152095,1.0,Pressurização
Airbus A350,22,31081,Turboprop,LATAM,6,2960,-37.83699281992168,1.0,Estrutural
Airbus A330,14,20695,Turbofan,LATAM,18,2446,14.633413916398752,1.0,Sistema de Pouso
Embraer E190,29,45082,Turbojato,British,22,492,35.8831161546902,1.0,Elétrico
Airbus A320,20,27627,Turboprop,Emirates,9,4725,35.214300521594,1.0,Outros
Airbus A320,3,5641,Turbofan,American,15,3661,19.461280270071455,0.0,Nenhuma
Boeing 777,3,29384,Turbofan,LATAM,8,4427,-0.4095333826761589,0.0,Nenhuma
Boeing 787,9,25385,Turboprop,British,19,2457,3.522687588776627,1.0,Comunicações
Boeing 787,6,3208,Turboprop,American,16,872,-28.361899960368653,0.0,Nenhuma
Airbus A350,25,18875,Turbojato,Emirates,6,3752,-11.013547084867742,0.0,Nenhuma
Bombardier CRJ,13,15588,Turbofan,American,6,2989,-24.04311358264674,1.0,Outros
Boeing 737,21,45102,Turbofan,Delta,22,4786,29.802017284746142,0.0,Nenhuma
Airbus A350,2,45546,Turbofan,Azul,3,1081,37.754081613726584,0.0,Nenhuma
Embraer E190,8,10514,Turboprop,United,10,2066,5.638477220709952,0.0,Nenhuma
Airbus A330,21,3773,Turbojato,Azul,1,612,21.859943443600244,0.0,Nenhuma
Airbus A320,2,47635,Turbofan,Azul,14,2588,-29.675494472894165,0.0,Nenhuma
Airbus A350,4,37806,Turboprop,Delta,4,390,11.72544467856526,0.0,Nenhuma
Boeing 737,25,31381,Turbofan,American,12,4617,19.73723681711691,1.0,Elétrico
Boeing 737,15,31986,Turbojato,American,6,3825,-1.5147089915309309,0.0,Nenhuma
Airbus A350,4,13041,Turbofan,LATAM,11,2346,-19.321787819990618,0.0,Nenhuma
Boeing 777,13,9212,Turbojato,Delta,12,284,34.576834246018265,0.0,Nenhuma
Airbus A320,28,9668,Turbojato,LATAM,10,1166,23.147241196066403,1.0,Elétrico
Boeing 777,12,4051,Turbofan,Delta,18,1958,36.487868957181576,1.0,Outros
Airbus A330,28,12797,Turbofan,LATAM,7,1467,29.564225037314998,0.0,Nenhuma
Boeing 737,13,44233,Turbojato,GOL,7,4969,44.18182651420332,1.0,Motor
Boeing 737,14,27628,Turboprop,British,11,1341,-23.66531767677184,0.0,Nenhuma
Embraer E190,20,3332,Turbojato,Azul,4,3538,-32.626439736662206,0.0,Nenhuma
Airbus A330,18,28983,Turbofan,Azul,20,4777,-11.354762736333026,0.0,Nenhuma
Boeing 737,29,22563,Turbofan,Emirates,1,3704,-29.034645123022994,0.0,Nenhuma
Airbus A330,28,23463,Turboprop,United,13,578,4.466059597029073,0.0,Nenhuma
Airbus A320,6,13922,Turbojato,British,18,3374,13.807456959658111,0.0,Nenhuma
Boeing 787,29,33420,Turbojato,American,9,2030,9.154532289739315,1.0,Elétrico
Boeing 737,11,11656,Turbojato,United,9,2989,-17.96458849182704,1.0,Pressurização
Embraer E190,2,11608,Turbofan,GOL,23,1379,37.25004263234773,0.0,Nenhuma
Airbus A320,28,32345,Turbojato,Emirates,9,1283,-38.200349082492835,1.0,Elétrico
Airbus A350,23,3300,Turboprop,United,10,1803,-10.418864930103098,1.0,Sistema Hidráulico
Airbus A330,19,38578,Turbofan,Emirates,2,2850,21.114360408835182,0.0,Nenhuma
Airbus A350,19,43212,Turbofan,Azul,6,2983,25.188958739678554,0.0,Nenhuma
Boeing 777,5,3110,Turbojato,American,15,2809,-4.62992372329191,0.0,Nenhuma
Airbus A320,19,12567,Turboprop,GOL,3,2825,-38.5626658732088,1.0,Outros
Airbus A350,2,34372,Turbofan,Azul,11,3537,12.533712725517674,0.0,Nenhuma
Bombardier CRJ,10,11228,Turbofan,British,6,3900,-34.636952099426665,0.0,Nenhuma
Bombardier CRJ,25,30066,Turbojato,LATAM,3,2577,-30.83225902695127,0.0,Nenhuma
Boeing 737,2,30283,Turbojato,Delta,11,940,15.27131116992615,0.0,Nenhuma
Airbus A330,11,21083,Turboprop,GOL,15,2115,-13.438492277857339,0.0,Nenhuma
Boeing 787,18,20738,Turbojato,American,13,1238,-10.417437019798506,0.0,Nenhuma
Airbus A320,29,7763,Turboprop,Emirates,20,4347,1.3786015435756909,1.0,Estrutural
Boeing 737,24,2414,Turbofan,United,10,790,43.179163563046785,0.0,Nenhuma
Embraer E190,15,24249,Turboprop,British,6,1419,42.062588762790384,1.0,Outros
Boeing 777,9,19956,Turboprop,United,15,1439,-4.617815054393617,0.0,Nenhuma
Airbus A330,23,26082,Turboprop,GOL,18,2050,-17.432566536446014,0.0,Nenhuma
Airbus A320,19,906,Turbofan,British,18,1521,-14.27966702355016,1.0,Sistema de Pouso
Bombardier CRJ,9,14189,Turbojato,American,7,1586,-17.153589656263648,0.0,Nenhuma
Airbus A320,3,33434,Turbofan,GOL,15,368,5.240893607051362,0.0,Nenhuma
Boeing 787,21,33776,Turbojato,American,18,2314,11.583083663078924,1.0,Elétrico
Bombardier CRJ,9,36932,Turboprop,United,18,1944,1.5462479995216114,1.0,Sistema de Pouso
Boeing 787,28,20373,Turboprop,Azul,20,3761,-5.320479208907052,1.0,Elétrico
Embraer E190,14,13550,Turboprop,British,9,4869,-22.040771806555288,1.0,Pressurização
Boeing 777,19,1180,Turboprop,LATAM,2,2872,1.0129752674796322,0.0,Nenhuma
Embraer E190,7,19408,Turboprop,Azul,8,4558,-11.006269326791067,0.0,Nenhuma
Boeing 737,16,19004,Turbojato,LATAM,20,1325,6.035614337859151,1.0,Instrumentos
Boeing 737,16,22144,Turbojato,United,2,3133,17.391100318488036,1.0,Outros
Embraer E190,28,37625,Turboprop,Emirates,11,450,13.831534827111902,0.0,Nenhuma
Boeing 777,1,1863,Turbofan,British,7,773,-0.6883321155245667,0.0,Nenhuma
Embraer E190,4,42791,Turbofan,Azul,6,2379,7.264456063796679,0.0,Nenhuma
Boeing 777,4,35560,Turboprop,Azul,10,1185,-15.787228868335426,0.0,Nenhuma
Boeing 777,7,2038,Turbojato,GOL,5,2820,-37.939577983096875,0.0,Nenhuma
Airbus A350,8,36676,Turbofan,Delta,11,4896,13.126653604288848,0.0,Nenhuma
Bombardier CRJ,17,42020,Turbofan,United,1,317,-18.53167247329661,0.0,Nenhuma
Airbus A330,5,26175,Turbofan,American,2,619,16.861065355803333,1.0,Pressurização
Boeing 777,7,18787,Turboprop,United,1,2606,23.495722465741544,0.0,Nenhuma
Boeing 787,28,674,Turbofan,American,19,2023,37.8538584188214,1.0,Elétrico
Boeing 777,20,27232,Turbofan,British,2,595,41.44043761576711,0.0,Nenhuma
Boeing 777,29,35498,Turbofan,American,21,2872,-39.10528606367538,1.0,Estrutural
Boeing 777,20,37555,Turbofan,Emirates,20,4510,44.18180779514418,1.0,Comunicações
Airbus A350,4,12612,Turbojato,LATAM,23,4692,18.056557072003677,0.0,Nenhuma
Bombardier CRJ,28,40374,Turboprop,American,21,320,14.699553631806083,1.0,Elétrico
Airbus A350,6,10189,Turboprop,American,4,788,-38.70688690839479,0.0,Nenhuma
Boeing 737,7,45314,Turbojato,GOL,12,1307,33.20484001037269,0.0,Nenhuma
Airbus A350,18,20055,Turbojato,Azul,22,108,-27.633226983934758,1.0,Comunicações
Boeing 787,5,34419,Turboprop,United,20,4231,31.17306308430848,1.0,Comunicações
Boeing 787,20,8119,Turbofan,United,18,4908,-38.67718356800914,1.0,Outros
Airbus A350,29,6533,Turbofan,British,1,439,14.90696231242871,0.0,Nenhuma
Bombardier CRJ,3,41828,Turboprop,British,1,768,-3.041869629564637,1.0,Motor
Embraer E190,7,5446,Turbofan,Emirates,14,4294,-22.934828029956513,1.0,Sistema de Pouso
Airbus A330,27,25118,Turbojato,American,4,4728,-30.857281699513102,0.0,Nenhuma
Bombardier CRJ,28,35175,Turbofan,Delta,5,170,-2.5891457935622526,1.0,Sistema Hidráulico
Airbus A350,22,36758,Turbofan,United,11,2702,-29.519006547678895,1.0,Estrutural
Boeing 777,14,19419,Turbofan,British,23,2353,1.347961993739041,0.0,Nenhuma
Airbus A320,7,4673,Turboprop,American,13,4911,13.143449985492445,0.0,Nenhuma
Airbus A330,5,44333,Turbojato,British,16,2961,30.327656456625448,0.0,Nenhuma
Airbus A330,29,26900,Turbofan,Emirates,13,849,17.68520216054366,1.0,Sistema Hidráulico
Boeing 787,22,5269,Turboprop,LATAM,22,3430,-34.45801982997721,0.0,Nenhuma
Airbus A330,5,38064,Turbofan,LATAM,2,2156,-13.868234733433837,0.0,Nenhuma
Airbus A350,23,46314,Turbojato,British,16,1159,-15.521818325737467,1.0,Sistema Hidráulico
Boeing 777,2,14711,Turbofan,LATAM,6,1300,37.777755995042156,1.0,Pressurização
Boeing 777,27,23755,Turbojato,British,14,2690,33.76147377338489,0.0,Nenhuma
Boeing 737,21,28462,Turbofan,American,1,1699,-8.537426940214559,0.0,Nenhuma
Boeing 777,22,19856,Turbojato,GOL,17,1395,-33.95180324998061,1.0,Sistema Hidráulico
Bombardier CRJ,6,20806,Turbofan,Delta,11,3006,35.99912201340234,0.0,Nenhuma
Boeing 777,15,5497,Turbojato,American,19,2496,35.49614600195592,1.0,Instrumentos
Boeing 787,21,17876,Turbofan,GOL,3,3414,32.65342122261163,0.0,Nenhuma
Boeing 777,10,41380,Turbofan,GOL,11,534,31.831939207517635,0.0,Nenhuma
Boeing 737,23,38555,Turboprop,United,5,852,0.8215900923231487,0.0,Nenhuma
Airbus A320,26,11078,Turboprop,American,17,1765,-24.918309558784152,0.0,Nenhuma
Airbus A350,24,19124,Turbojato,American,22,1965,0.5864842893063553,0.0,Nenhuma
Boeing 787,7,39694,Turbofan,British,7,3533,2.0408105069045135,0.0,Nenhuma
Bombardier CRJ,5,44867,Turbojato,GOL,10,1807,1.6441990258131582,0.0,Nenhuma
Airbus A320,1,889,Turboprop,GOL,11,1859,5.7956698197848695,0.0,Nenhuma
Boeing 787,13,34267,Turbojato,GOL,3,3057,-18.099153045751816,1.0,Outros
Embraer E190,21,46080,Turbojato,British,20,3275,-8.869499603642723,0.0,Nenhuma
Airbus A330,26,48867,Turboprop,United,10,3545,-3.094139683105091,1.0,Elétrico
Embraer E190,18,2355,Turbofan,American,10,2370,-28.854697191097515,0.0,Nenhuma
Boeing 777,13,41393,Turbojato,GOL,14,1720,-1.294048562272458,1.0,Motor
Airbus A320,21,14294,Turboprop,LATAM,12,4665,28.889917450915405,1.0,Estrutural
Boeing 777,21,36031,Turbofan,American,15,1201,30.38506113229448,0.0,Nenhuma
Airbus A330,18,5486,Turboprop,British,10,4797,-5.017079388412419,0.0,Nenhuma
Boeing 787,5,32798,Turbojato,United,10,2273,4.098706527170052,1.0,Pressurização
Airbus A330,13,1981,Turbofan,LATAM,19,2717,-37.13972176852019,0.0,Nenhuma
Boeing 737,4,4231,Turbofan,British,1,260,17.326767299830735,0.0,Nenhuma
Airbus A330,17,17335,Turboprop,Azul,10,2544,-5.608499949516641,0.0,Nenhuma
Boeing 737,3,28298,Turboprop,American,2,4731,-2.1343969379156107,1.0,Outros
Airbus A330,17,26613,Turboprop,Azul,17,4312,34.26218181028,0.0,Nenhuma
Airbus A350,28,19977,Turbofan,British,7,2557,-0.7440730623482921,1.0,Sistema Hidráulico
Boeing 737,11,17766,Turbofan,British,7,3013,-38.198659070632516,0.0,Nenhuma
Airbus A320,21,21292,Turbojato,British,20,3478,-20.663274276129698,1.0,Sistema Hidráulico
Boeing 777,20,20952,Turbofan,GOL,9,3425,0.4277522162020091,0.0,Nenhuma
Bombardier CRJ,23,44026,Turbojato,United,22,4005,-3.926315116374461,1.0,Sistema Hidráulico
Boeing 777,21,49579,Turboprop,GOL,2,3755,33.131461668840856,0.0,Nenhuma
Embraer E190,26,41834,Turboprop,United,14,3455,6.0816882910241645,1.0,Estrutural
Boeing 777,4,12389,Turbofan,Delta,17,4088,18.619038062785286,0.0,Nenhuma
Boeing 787,2,24835,Turboprop,GOL,1,1102,-0.10751975130504121,0.0,Nenhuma
Airbus A350,20,11754,Turboprop,Azul,9,763,-2.6292626049709824,1.0,Sistema de Pouso
Airbus A330,16,21574,Turbofan,United,20,2938,-2.065633179680141,1.0,Instrumentos
Embraer E190,28,11942,Turbojato,GOL,21,737,-5.071666576023695,0.0,Nenhuma
Boeing 787,18,46789,Turbofan,American,19,379,5.779587797607292,0.0,Nenhuma
Boeing 787,8,37827,Turbojato,British,4,1796,-18.712310850943688,0.0,Nenhuma
Boeing 737,3,16699,Turbofan,United,8,1257,35.73969147655477,0.0,Nenhuma
Boeing 777,9,7791,Turbofan,United,13,2192,-11.687728412020803,1.0,Outros
Airbus A320,29,41428,Turboprop,GOL,4,834,-27.46047409492552,0.0,Nenhuma
Bombardier CRJ,20,612,Turbofan,Delta,9,2746,-31.793209319191664,1.0,Sistema de Pouso
Airbus A320,29,22015,Turbofan,GOL,9,3870,-38.85905221478915,1.0,Estrutural
Embraer E190,6,20081,Turbojato,Emirates,22,3768,-4.057233321816774,0.0,Nenhuma
Airbus A350,10,49192,Turboprop,Azul,18,2743,-24.0530659736389,1.0,Sistema de Combustível
Airbus A320,21,27000,Turbojato,Azul,12,675,-38.159928280083925,0.0,Nenhuma
Airbus A330,10,32526,Turbojato,United,10,4284,4.20166143460952,0.0,Nenhuma
Airbus A320,13,17023,Turboprop,United,11,3758,17.798176635314725,0.0,Nenhuma
Embraer E190,17,1924,Turboprop,GOL,7,811,-32.71116067255613,0.0,Nenhuma
Bombardier CRJ,9,20052,Turboprop,Azul,9,4029,-0.8217343018289327,0.0,Nenhuma
Airbus A320,17,11308,Turbofan,Azul,6,3579,23.208437681063465,1.0,Sistema de Pouso
Airbus A330,24,39311,Turboprop,Delta,19,1605,43.79357978571613,0.0,Nenhuma
Boeing 737,9,7489,Turboprop,American,16,3683,16.711179294617672,0.0,Nenhuma
Airbus A350,9,24120,Turboprop,Delta,15,725,-19.18863818119075,0.0,Nenhuma
Embraer E190,1,39529,Turbojato,Emirates,7,4237,20.907059381214964,1.0,Sistema de Pouso
Boeing 737,2,1387,Turbojato,LATAM,16,86,10.824001279685547,0.0,Nenhuma
Boeing 737,28,32302,Turbofan,British,5,3886,-21.997060470568442,1.0,Elétrico
Boeing 737,16,19988,Turbojato,Delta,16,1837,32.344420197042155,0.0,Nenhuma
Boeing 787,29,30513,Turbofan,Emirates,1,2777,-3.670623685653929,0.0,Nenhuma
Airbus A350,1,49701,Turbojato,GOL,19,3930,41.768100652400705,0.0,Nenhuma
Bombardier CRJ,10,16902,Turboprop,American,5,1944,21.446585633061126,0.0,Nenhuma
Boeing 777,18,21705,Turbojato,GOL,7,186,14.787868143704877,0.0,Nenhuma
Airbus A350,26,26549,Turbofan,British,19,3126,21.909991185507756,1.0,Elétrico
Boeing 787,28,12753,Turbojato,Emirates,22,3933,0.6382465995488289,0.0,Nenhuma
Boeing 777,8,19490,Turboprop,LATAM,5,711,2.9442506131422874,0.0,Nenhuma
Airbus A350,21,8346,Turbofan,American,17,1860,32.35262776280324,1.0,Elétrico
Boeing 737,28,25527,Turboprop,United,22,464,17.878925614697742,1.0,Sistema Hidráulico
Embraer E190,11,39700,Turboprop,Azul,8,392,36.265682641289544,1.0,Pressurização
Boeing 777,23,46720,Turbofan,Delta,1,2779,35.72027405381283,1.0,Sistema Hidráulico
Airbus A330,2,46663,Turboprop,Emirates,2,3500,43.001652893761175,0.0,Nenhuma
Airbus A330,8,4265,Turboprop,GOL,15,3715,19.518246001853406,1.0,Sistema de Pouso
Airbus A320,27,16450,Turbojato,LATAM,20,3787,2.695646001248072,1.0,Estrutural
Boeing 777,22,45770,Turboprop,Azul,18,3947,-25.863505482228,1.0,Sistema Hidráulico
Embraer E190,8,10241,Turboprop,Delta,11,4291,19.95734757003047,0.0,Nenhuma
Bombardier CRJ,17,23242,Turboprop,Azul,10,4468,-15.215894075405888,1.0,Sistema de Pouso
Boeing 787,15,25203,Turboprop,Delta,4,2219,-15.949456716826845,1.0,Pressurização
Boeing 737,17,39209,Turbofan,Emirates,5,1928,-19.745539001914214,1.0,Sistema de Pouso
Airbus A320,28,38123,Turbojato,United,4,4020,34.385374874873264,1.0,Estrutural
Airbus A330,23,23431,Turboprop,American,13,4746,33.776977967983456,1.0,Sistema Hidráulico
Boeing 787,24,24080,Turboprop,Emirates,13,4620,13.632487813954945,0.0,Nenhuma
Boeing 787,13,15666,Turbofan,Azul,18,2667,0.2033834165125441,0.0,Nenhuma
Boeing 737,19,29740,Turboprop,Azul,2,1565,17.129729108397918,0.0,Nenhuma
Bombardier CRJ,5,26491,Turbofan,Azul,16,624,11.614503275363212,0.0,Nenhuma
Bombardier CRJ,12,39056,Turbojato,American,1,4492,-4.662588892512076,0.0,Nenhuma
Boeing 777,1,33469,Turbojato,LATAM,19,2917,-7.731376263721081,0.0,Nenhuma
Airbus A330,23,11061,Turboprop,Delta,9,3594,-7.462483807645235,0.0,Nenhuma
Bombardier CRJ,5,17401,Turboprop,Emirates,3,4527,10.076339268263247,0.0,Nenhuma
Embraer E190,8,41005,Turboprop,Emirates,7,121,15.051895270270201,0.0,Nenhuma
Bombardier CRJ,13,30520,Turbofan,United,10,2618,-1.6019509511874332,1.0,Sistema de Pouso
Boeing 787,8,26417,Turboprop,Azul,1,3487,42.33877326810865,0.0,Nenhuma
Boeing 737,25,2488,Turboprop,British,10,3030,-32.87311396961911,1.0,Sistema Hidráulico
Embraer E190,23,48709,Turbojato,Emirates,21,1167,-10.501002793928954,0.0,Nenhuma
Boeing 777,11,45005,Turboprop,American,9,2436,-4.378651934337519,0.0,Nenhuma
Airbus A330,1,14756,Turbojato,LATAM,15,3558,-38.56168580547983,0.0,Nenhuma
Boeing 777,13,22692,Turboprop,Emirates,15,1409,-8.978639048200861,0.0,Nenhuma
Boeing 787,19,28730,Turbojato,Delta,3,4809,-16.734657040308385,1.0,Sistema de Pouso
Embraer E190,24,40430,Turboprop,American,5,1565,3.013082969335862,1.0,Elétrico
Embraer E190,3,46333,Turbojato,United,9,89,-11.405103489422114,0.0,Nenhuma
Embraer E190,24,23125,Turbofan,United,22,1432,21.725481470449203,0.0,Nenhuma
Boeing 787,17,32588,Turbojato,Delta,9,2080,3.344262109650124,1.0,Sistema de Pouso
Boeing 787,5,14614,Turbojato,Azul,23,2671,-28.97021015281753,1.0,Comunicações
Boeing 777,20,41667,Turbojato,United,7,1950,23.755212552269512,1.0,Motor
Airbus A320,21,38901,Turboprop,LATAM,23,2267,-31.565543832972487,1.0,Estrutural
Boeing 777,8,6255,Turboprop,American,12,4846,31.31917928674538,0.0,Nenhuma
Airbus A330,26,11325,Turboprop,Emirates,9,4656,39.17088649732865,0.0,Nenhuma
Boeing 737,14,23193,Turbofan,LATAM,6,1333,-12.592150334287417,0.0,Nenhuma
Embraer E190,4,4617,Turbofan,Azul,23,633,38.72212382734912,0.0,Nenhuma
Airbus A320,11,25229,Turbojato,LATAM,2,508,27.405693525415757,0.0,Nenhuma
Boeing 737,20,32682,Turbofan,LATAM,9,2315,38.407026935320445,1.0,Pressurização
Airbus A320,15,29390,Turbojato,GOL,17,2716,16.63296163827205,0.0,Nenhuma
Bombardier CRJ,19,29840,Turbojato,LATAM,1,865,-19.97025664917914,0.0,Nenhuma
Bombardier CRJ,7,2018,Turbojato,Delta,19,2561,36.034475137432665,1.0,Comunicações
Airbus A350,19,31449,Turbofan,American,6,296,-24.337468525486784,1.0,Pressurização
Bombardier CRJ,28,23047,Turboprop,GOL,5,4875,-21.889853163509482,1.0,Sistema Hidráulico
Boeing 777,19,16846,Turbofan,American,2,466,-16.959645838069083,1.0,Sistema de Pouso
Bombardier CRJ,11,3100,Turbojato,American,9,4513,-14.139063523640303,0.0,Nenhuma
Boeing 787,26,46505,Turbojato,Azul,14,3767,3.7307695811376007,1.0,Estrutural
Embraer E190,5,29767,Turbofan,Azul,4,157,20.643875636893746,0.0,Nenhuma
Boeing 777,5,36822,Turbojato,GOL,4,2681,38.72769482405812,0.0,Nenhuma
Boeing 737,22,27490,Turbojato,United,21,888,-32.48280507648229,1.0,Sistema Hidráulico
Airbus A350,8,16693,Turbofan,British,15,4563,41.121395789400054,0.0,Nenhuma
Airbus A350,10,30609,Turbofan,Azul,8,4966,38.31245220322914,0.0,Nenhuma
Airbus A350,6,19733,Turbofan,British,4,1471,-35.41006016461169,0.0,Nenhuma
Boeing 737,15,48521,Turbojato,Azul,16,4828,-9.372703296217171,1.0,Sistema de Combustível
Boeing 737,16,16694,Turbojato,Azul,21,3962,29.1171881754436,0.0,Nenhuma
Boeing 737,28,35010,Turboprop,American,4,305,11.984006365749096,0.0,Nenhuma
Boeing 737,17,1806,Turboprop,GOL,16,2877,26.22298518745049,1.0,Pressurização
Airbus A350,8,4349,Turbofan,American,22,887,21.11783379714044,0.0,Nenhuma
Airbus A350,8,12860,Turboprop,Emirates,12,3012,2.2254596158089015,0.0,Nenhuma
Airbus A320,25,46036,Turbojato,Delta,16,2332,-36.49646609410554,0.0,Nenhuma
Boeing 777,9,29731,Turboprop,American,19,602,9.662797175482588,0.0,Nenhuma
Embraer E190,2,46300,Turbojato,British,8,230,-35.871834489959845,1.0,Motor
Bombardier CRJ,15,37463,Turbofan,British,6,4302,11.31677099048612,1.0,Sistema de Pouso
Bombardier CRJ,18,19189,Turbofan,Delta,10,1527,28.034923311962643,1.0,Outros
